,classify,feature,1-open,1-high,1-low,1-close,1-volume,1-adj close,2-open,2-high,2-low,2-close,2-volume,2-adj close,3-open,3-high,3-low,3-close,3-volume,3-adj close
11,-1,0.35567690901717625,66.70,66.85,65.70,65.95,23056032,65.90,66.55,66.80,66.30,66.55,25198120,66.55,66.90,67.00,66.65,66.80,14803800,66.75
12,-1,-0.08203586421916406,66.55,66.80,66.30,66.55,25198120,66.55,66.90,67.00,66.65,66.80,14803800,66.75,67.35,67.35,66.55,66.95,27057800,66.90
13,-1,0.16283546802122004,66.90,67.00,66.65,66.80,14803800,66.75,67.35,67.35,66.55,66.95,27057800,66.90,68.20,68.25,67.85,68.00,12117026,67.95
14,-1,0.3897114565704412,67.35,67.35,66.55,66.95,27057800,66.90,68.20,68.25,67.85,68.00,12117026,67.95,67.70,68.05,67.60,67.85,16231841,67.80
15,-1,-0.3623006221060728,68.20,68.25,67.85,68.00,12117026,67.95,67.70,68.05,67.60,67.85,16231841,67.80,67.50,68.20,67.45,67.70,16515909,67.65
16,1,-0.10491938269311996,67.70,68.05,67.60,67.85,16231841,67.80,67.50,68.20,67.45,67.70,16515909,67.65,67.65,67.65,67.15,67.20,18030287,67.15
17,1,0.21186765676352182,67.50,68.20,67.45,67.70,16515909,67.65,67.65,67.65,67.15,67.20,18030287,67.15,67.15,67.75,67.15,67.75,13125698,67.70
18,1,-0.09314578947485255,67.65,67.65,67.15,67.20,18030287,67.15,67.15,67.75,67.15,67.75,13125698,67.70,68.40,68.40,67.60,67.75,19509840,67.70
19,-1,-0.5601963689405008,67.15,67.75,67.15,67.75,13125698,67.70,68.40,68.40,67.60,67.75,19509840,67.70,57.70,58.20,57.70,57.95,22328857,57.90
20,1,0.7364953598583561,68.40,68.40,67.60,67.75,19509840,67.70,57.70,58.20,57.70,57.95,22328857,57.90,57.45,57.55,57.35,57.40,8235696,57.35
21,2,0.17796223375430037,57.70,58.20,57.70,57.95,22328857,57.90,57.45,57.55,57.35,57.40,8235696,57.35,57.15,57.55,57.15,57.55,18604541,57.50
22,1,0.3326350358104013,57.45,57.55,57.35,57.40,8235696,57.35,57.15,57.55,57.15,57.55,18604541,57.50,56.60,56.95,56.60,56.95,5582078,56.90
23,-1,0.6877079892119129,57.15,57.55,57.15,57.55,18604541,57.50,56.60,56.95,56.60,56.95,5582078,56.90,56.90,56.90,56.60,56.60,6020179,56.60
24,1,-1.8668570569526826,56.60,56.95,56.60,56.95,5582078,56.90,56.90,56.90,56.60,56.60,6020179,56.60,56.40,56.70,56.30,56.60,16027524,56.60
25,1,-1.122816455114828,56.90,56.90,56.60,56.60,6020179,56.60,56.40,56.70,56.30,56.60,16027524,56.60,55.95,56.20,55.80,56.00,12853797,55.95
26,1,-2.586006627456261,56.40,56.70,56.30,56.60,16027524,56.60,55.95,56.20,55.80,56.00,12853797,55.95,56.40,56.40,55.60,55.80,57559609,55.75
27,1,-0.694656722696075,55.95,56.20,55.80,56.00,12853797,55.95,56.40,56.40,55.60,55.80,57559609,55.75,58.10,58.20,57.45,57.60,21325343,57.55
28,1,0.7714477166822001,56.40,56.40,55.60,55.80,57559609,55.75,58.10,58.20,57.45,57.60,21325343,57.55,58.30,58.80,58.30,58.65,10706035,58.65
29,-2,0.6667628672843254,58.10,58.20,57.45,57.60,21325343,57.55,58.30,58.80,58.30,58.65,10706035,58.65,58.60,58.75,58.35,58.50,6904868,58.50
30,-1,0.36382538575443757,58.30,58.80,58.30,58.65,10706035,58.65,58.60,58.75,58.35,58.50,6904868,58.50,58.45,58.65,58.35,58.65,6838219,58.65
31,1,-0.010216989927759778,58.60,58.75,58.35,58.50,6904868,58.50,58.45,58.65,58.35,58.65,6838219,58.65,58.75,58.85,58.50,58.55,6963662,58.55
32,-1,0.1745445632626134,58.45,58.65,58.35,58.65,6838219,58.65,58.75,58.85,58.50,58.55,6963662,58.55,58.40,58.80,58.40,58.80,5627156,58.75
33,1,-0.1706246869977178,58.75,58.85,58.50,58.55,6963662,58.55,58.40,58.80,58.40,58.80,5627156,58.75,58.60,58.70,58.30,58.65,8169584,58.60
34,-1,-1.2688038155333459,58.40,58.80,58.40,58.80,5627156,58.75,58.60,58.70,58.30,58.65,8169584,58.60,58.50,58.75,58.50,58.55,12771698,58.55
35,1,-0.4249258225415329,58.60,58.70,58.30,58.65,8169584,58.60,58.50,58.75,58.50,58.55,12771698,58.55,57.95,58.45,57.95,58.40,11675845,58.40
36,1,0.6804818391281869,58.50,58.75,58.50,58.55,12771698,58.55,57.95,58.45,57.95,58.40,11675845,58.40,57.70,57.85,57.60,57.80,4276441,57.80
37,1,0.47499050019940176,57.95,58.45,57.95,58.40,11675845,58.40,57.70,57.85,57.60,57.80,4276441,57.80,58.00,58.20,57.80,57.90,6179869,57.90
38,1,-0.10532085342235212,57.70,57.85,57.60,57.80,4276441,57.80,58.00,58.20,57.80,57.90,6179869,57.90,57.50,57.65,57.50,57.55,4741624,57.55
39,-1,-0.3800866448042051,58.00,58.20,57.80,57.90,6179869,57.90,57.50,57.65,57.50,57.55,4741624,57.55,57.65,57.80,57.40,57.55,8571228,57.50
40,1,-0.6091300236927839,57.50,57.65,57.50,57.55,4741624,57.55,57.65,57.80,57.40,57.55,8571228,57.50,57.70,57.95,57.70,57.80,7605215,57.80
41,1,-0.5334046783246055,57.65,57.80,57.40,57.55,8571228,57.50,57.70,57.95,57.70,57.80,7605215,57.80,57.75,57.90,57.70,57.70,13128332,57.70
42,-1,-0.955343800273891,57.70,57.95,57.70,57.80,7605215,57.80,57.75,57.90,57.70,57.70,13128332,57.70,57.75,57.95,57.55,57.70,14870810,57.70
